Вектор Мощи|Скорость перехода через портал|Приток Силы Потока|Ритм магического ядра|Поток Энергий|Сила Левого Потока|Сила Правого Потока|Пламя Стихий|Температура вдоха Истока|Температура выдоха Истока|Приток давления Выдоха Истока|Давление вдоха Истока|Давление выдоха Истока|Древний Ветер|Печать Чародея|Эмульсия Истока|Дыхание Истока|Гармония Бессмертия|Тип Вектора Мощи|Номер пометки
9.3|13.88988|72771.02|372.84421612803663|9747.982|644.9|644.9|1056.834|736|-|4.526|1.394603|22.605|-|87.721|1.736|0.989|0.992|Сильный|9287
1.138|1.54332|2790.779|147.46625443974978|6679.629|10.837|10.837|509.242|736|-|1.201|Не определено|6.422|-|0.0|0.14|0.989|0.993|Слабый|9288
2.088|3.08664|6830.401|144.62489332408805|6790.255|29.058|29.058|596.934|736|-|1.331|1.394603|7.154|-|6.134|0.254|0.989|0.993|Слабый|9289
3.144|4.6299600000000005|8376.296|145.2191779343921|7069.686|60.327|60.327|573.916|736|-|1.391|Не определено|7.461|-|11.827|0.234|0.989|0.993|Ниже среднего|9290
4.161|-|14719.415|162.0491086586931|7739.978|113.744|113.744|627.883|736|-|1.662|Не определено|8.882|-|16.636|0.329|0.989|0.993|Ниже среднего|9291
5.14|7.7166|21627.064|201.51568052868024|8473.882|175.232|175.232|693.599|736|-|2.086|Не определено|11.051|-|24.439|0.484|0.989|0.993|Выше среднего|9292
6.175|-|29762.489|241.5633423198264|8804.339|245.931|245.931|760.208|736|-|2.51|Не определено|13.179|-|33.439|0.662|0.989|0.993|Выше среднего|9293
7.148|10.80324|38999.361|280.4458921155112|9122.535|332.398|332.398|810.278|736|-|2.979|1.394603|15.501|-|43.037|0.852|0.989|0.993|Сильный|9294
8.206|12.34656|50993.367|323.31889289978574|9303.249|438.054|438.054|907.19|736|-|3.591|Не определено|18.394|-|59.158|1.171|0.989|0.993|Сильный|9295
9.3|13.88988|72771.581|372.84442556754686|9748.84|644.812|644.812|1055.978|736|-|4.525|Не определено|22.578|-|87.617|1.734|0.989|0.993|Сильный|9296
1.138|1.54332|4898.635|147.09753618197345|6681.335|10.648|10.648|570.168|736|-|1.272|Не определено|6.816|-|0.05|0.213|0.989|0.994|Слабый|9297
2.088|3.08664|6932.824|144.13553790841388|6789.814|28.2|28.2|600.189|736|-|1.332|1.394603|7.159|-|8.786|0.261|0.989|0.994|Слабый|9298
3.144|4.6299600000000005|8376.371|145.21928265414724|7072.206|60.327|60.327|573.138|736|576.379|1.391|1.394603|7.454|1.021|11.794|0.233|0.989|0.994|Ниже среднего|9299
4.161|6.17328|14719.445|162.0491086586931|7741.937|113.749|113.749|627.035|736|-|1.662|Не определено|8.873|-|16.594|0.328|0.989|0.994|Ниже среднего|9300
5.14|7.7166|21627.332|201.51578524843535|8474.779|175.23|175.23|692.665|736|-|2.086|Не определено|11.04|-|24.384|0.483|0.989|0.994|Выше среднего|9301
6.175|9.25992|29762.747|241.5641800778673|8805.372|245.937|245.937|759.145|736|-|2.509|Не определено|13.166|-|33.369|0.661|0.989|0.994|Выше среднего|9302
7.148|10.80324|38998.872|280.4462062747765|9123.036|332.375|332.375|809.286|736|-|2.978|Не определено|15.484|-|42.958|0.851|0.989|0.994|Сильный|9303
8.206|12.34656|50993.329|323.31868346027545|9303.666|437.943|437.943|906.163|736|-|3.59|Не определено|18.374|-|59.062|1.169|0.989|0.994|Сильный|9304
9.3|-|72772.314|372.8448444465674|9749.698|644.842|644.842|1055.126|736|-|4.524|Не определено|22.551|-|87.514|1.732|0.989|0.994|Сильный|9305
1.138|1.54332|6920.812|142.83366191276627|6658.763|8.271|8.271|632.043|736|-|1.322|Не определено|7.118|-|10.1|0.297|0.989|0.995|Слабый|9306
2.088|3.08664|6942.979|144.0264199235792|6791.651|27.997|27.997|599.916|736|-|1.332|Не определено|7.152|-|9.378|0.261|0.989|0.995|Слабый|9307
3.144|-|8376.484|145.21928265414724|7074.73|60.326|60.326|572.363|736|-|1.391|1.394603|7.447|-|11.761|0.233|0.989|0.995|Ниже среднего|9308
4.161|6.17328|14719.615|162.04921337844823|7743.908|113.734|113.734|626.19|736|-|1.661|Не определено|8.864|-|16.553|0.328|0.989|0.995|Ниже среднего|9309
5.14|7.7166|21627.387|201.5159946879456|8475.67|175.264|175.264|691.731|736|632.419|2.085|Не определено|11.029|1.027|24.329|0.482|0.989|0.995|Выше среднего|9310
6.175|9.25992|29763.161|241.5655414346839|8806.412|245.978|245.978|758.085|736|-|2.509|Не определено|13.153|-|33.298|0.659|0.989|0.995|Выше среднего|9311
7.148|10.80324|38998.348|280.446520434042|9123.536|332.273|332.273|808.298|736|684.467|2.978|1.394603|15.467|1.036|42.878|0.849|0.989|0.995|Сильный|9312
8.206|12.34656|50993.268|323.3185787405204|9304.083|438.109|438.109|905.14|736|-|3.589|Не определено|18.353|-|58.966|1.167|0.989|0.995|Сильный|9313
9.3|13.88988|72773.719|372.843692529261|9750.556|645.009|645.009|1054.279|736|-|4.523|Не определено|22.525|-|87.411|1.73|0.989|0.995|Сильный|9314
1.138|1.54332|3643.127|137.8348644021293|6627.524|5.593|5.593|557.885|736|-|1.213|Не определено|6.517|-|30.206|0.22|0.989|0.996|Слабый|9315
2.088|3.08664|6947.981|143.95081226038278|6793.661|27.865|27.865|599.435|736|-|1.332|Не определено|7.145|-|9.823|0.261|0.989|0.996|Слабый|9316
3.144|4.6299600000000005|8376.622|145.21938737390235|7077.256|60.33|60.33|571.589|736|-|1.391|Не определено|7.44|-|11.728|0.232|0.989|0.996|Ниже среднего|9317
4.161|6.17328|14719.729|162.04921337844823|7745.877|113.748|113.748|625.347|736|-|1.661|Не определено|8.855|-|16.512|0.327|0.989|0.996|Ниже среднего|9318
5.14|-|21627.806|201.51609940770075|8476.572|175.272|175.272|690.802|736|-|2.085|Не определено|11.018|-|24.275|0.481|0.989|0.996|Выше среднего|9319
6.175|9.25992|29763.729|241.5680547088068|8807.461|246.015|246.015|757.028|736|-|2.509|Не определено|13.14|-|33.228|0.658|0.989|0.996|Выше среднего|9320
7.148|-|38997.853|280.4467298735521|9124.036|332.335|332.335|807.312|736|-|2.977|Не определено|15.451|-|42.799|0.847|0.989|0.996|Сильный|9321
8.206|12.34656|50993.253|323.318264581255|9304.499|438.027|438.027|904.119|736|-|3.588|Не определено|18.333|-|58.871|1.165|0.989|0.996|Сильный|9322
9.3|13.88988|72774.384|372.84400668852646|9751.403|645.019|645.019|1053.431|736|771.984|4.521|1.394603|22.498|1.051|87.308|1.728|0.989|0.996|Сильный|9323
1.138|1.54332|637.556|139.8373155595274|6638.27|6.606|6.606|455.603|736|-|1.109|Не определено|5.911|-|15.226|0.091|0.989|0.997|Слабый|9324
2.088|3.08664|6936.348|143.5349701128026|6793.714|27.13|27.13|599.422|736|569.926|1.33|1.394603|7.132|1.02|11.59|0.263|0.989|0.997|Слабый|9325
3.144|4.6299600000000005|8376.742|145.21938737390235|7079.782|60.331|60.331|570.817|736|-|1.391|Не определено|7.433|-|11.695|0.232|0.989|0.997|Ниже среднего|9326
4.161|6.17328|14719.775|162.04931809820337|7747.842|113.756|113.756|624.506|736|-|1.661|Не определено|8.846|-|16.47|0.326|0.989|0.997|Ниже среднего|9327
5.14|7.7166|21627.824|201.51630884721092|8477.463|175.269|175.269|689.873|736|632.069|2.085|Не определено|11.007|1.027|24.221|0.479|0.989|0.997|Выше среднего|9328
6.175|9.25992|29764.571|241.5716151804808|8808.525|246.01|246.01|755.974|736|-|2.508|Не определено|13.127|-|33.158|0.656|0.989|0.997|Выше среднего|9329
7.148|10.80324|38997.398|280.44683459330724|9124.535|332.275|332.275|806.328|736|-|2.977|Не определено|15.434|-|42.72|0.846|0.989|0.997|Сильный|9330
8.206|12.34656|50993.139|323.31836930101014|9304.913|437.955|437.955|903.102|736|725.854|3.587|1.394603|18.313|1.042|58.775|1.164|0.989|0.997|Сильный|9331
9.3|13.88988|72775.5|372.84400668852646|9752.251|644.812|644.812|1052.588|736|-|4.52|Не определено|22.472|-|87.206|1.726|0.989|0.997|Сильный|9332
1.138|-|830.792|142.91942739220926|6660.278|8.249|8.249|449.245|736|542.994|1.119|1.394603|5.953|1.019|0.0|0.072|0.989|0.998|Слабый|9333
2.088|3.08664|6918.229|143.36731378485604|6795.172|26.845|26.845|598.555|736|-|1.329|Не определено|7.121|-|12.677|0.263|0.989|0.998|Слабый|9334
3.144|4.6299600000000005|8376.805|145.21949209365746|7082.304|60.331|60.331|570.046|736|-|1.391|Не определено|7.425|-|11.662|0.231|0.989|0.998|Ниже среднего|9335
4.161|6.17328|14719.789|162.0494228179585|7749.806|113.732|113.732|623.666|736|-|1.661|Не определено|8.838|-|16.429|0.325|0.989|0.998|Ниже среднего|9336
5.14|7.7166|21628.072|201.5164135669661|8478.36|175.28|175.28|688.948|736|631.895|2.084|Не определено|10.996|1.027|24.166|0.478|0.989|0.998|Выше среднего|9337
6.175|9.25992|29765.749|241.57653700897143|8809.604|245.955|245.955|754.925|736|-|2.508|Не определено|13.114|-|33.088|0.655|0.989|0.998|Выше среднего|9338
7.148|10.80324|38996.92|280.4470440328176|9125.035|332.378|332.378|805.348|736|683.972|2.976|Не определено|15.417|1.036|42.642|0.844|0.989|0.998|Сильный|9339
8.206|12.34656|50993.119|323.31815986149985|9305.328|437.984|437.984|902.087|736|-|3.587|Не определено|18.293|-|58.68|1.162|0.989|0.998|Сильный|9340
9.3|13.88988|72775.657|372.8447397268122|9753.083|644.824|644.824|1051.743|736|-|4.519|Не определено|22.445|-|87.103|1.724|0.989|0.998|Сильный|9341
1.138|1.54332|1263.653|144.64719863192852|6674.263|9.205|9.205|460.92|736|-|1.138|Не определено|6.047|-|0.0|0.086|0.989|0.999|Слабый|9342
2.088|3.08664|6833.46|142.9677031993194|6795.295|26.144|26.144|596.636|736|-|1.326|Не определено|7.096|-|14.504|0.262|0.989|0.999|Слабый|9343
3.144|4.6299600000000005|8376.874|145.21949209365746|7084.828|60.33|60.33|569.276|736|-|1.39|Не определено|7.418|-|11.63|0.23|0.989|0.999|Ниже среднего|9344
4.161|6.17328|14720.066|162.0494228179585|7751.793|113.756|113.756|622.83|736|-|1.661|Не определено|8.829|-|16.388|0.324|0.989|0.999|Ниже среднего|9345
5.14|7.7166|21627.937|201.51672772623144|8479.247|175.237|175.237|688.023|736|-|2.084|Не определено|10.985|-|24.112|0.477|0.989|0.999|Выше среднего|9346
6.175|9.25992|29767.44|241.58219187574792|8810.699|245.983|245.983|753.881|736|661.63|2.508|1.394603|13.101|1.031|33.019|0.654|0.989|0.999|Выше среднего|9347
7.148|10.80324|38996.426|280.44735819208285|9125.534|332.365|332.365|804.369|736|683.808|2.975|Не определено|15.401|1.036|42.563|0.843|0.989|0.999|Сильный|9348
8.206|12.34656|50993.086|323.3179504219896|9305.741|437.978|437.978|901.076|736|-|3.586|1.394603|18.272|-|58.585|1.16|0.989|0.999|Сильный|9349
9.3|13.88988|72775.978|372.84494916632246|9753.911|644.828|644.828|1050.901|736|-|4.518|Не определено|22.419|-|87.0|1.722|0.989|0.999|Сильный|9350
1.138|1.54332|2036.338|146.74117485530127|6690.845|10.395|10.395|482.381|736|-|1.171|1.394603|6.219|-|0.0|0.111|0.989|1.0|Слабый|9351
2.088|3.08664|6668.774|142.45750855237645|6794.719|25.244|25.244|592.991|736|568.373|1.319|Не определено|7.057|1.02|16.813|0.259|0.989|1.0|Слабый|9352
3.144|4.6299600000000005|8377.007|145.21959681341258|7087.356|60.336|60.336|568.509|736|-|1.39|1.394603|7.411|-|11.597|0.23|0.989|1.0|Ниже среднего|9353
4.161|6.17328|14720.054|162.04952753771357|7753.759|113.761|113.761|621.994|736|-|1.66|Не определено|8.82|-|16.347|0.324|0.989|1.0|Ниже среднего|9354
5.14|7.7166|21628.355|201.51683244598652|8480.15|175.272|175.272|687.104|736|-|2.084|Не определено|10.974|-|24.058|0.476|0.989|1.0|Выше среднего|9355
6.175|9.25992|29769.891|241.59088361542288|8811.826|245.988|245.988|752.843|736|-|2.508|Не определено|13.088|-|32.95|0.652|0.989|1.0|Выше среднего|9356
7.148|10.80324|38995.965|280.4475676315932|9126.033|332.235|332.235|803.394|736|-|2.975|Не определено|15.384|-|42.485|0.841|0.989|1.0|Сильный|9357
8.206|12.34656|50993.001|323.3179504219896|9306.154|438.097|438.097|900.068|736|725.377|3.585|1.394603|18.252|1.042|58.49|1.158|0.989|1.0|Сильный|9358
9.3|13.88988|72777.711|372.84400668852646|9754.752|645.088|645.088|1050.068|736|-|4.517|Не определено|22.393|-|86.899|1.72|0.989|1.0|Сильный|9359
1.138|1.54332|2562.739|143.14813533739058|6608.412|8.487|8.487|522.096|736|-|1.187|Не определено|6.462|-|8.054|0.156|0.99|0.975|Слабый|9360
2.088|3.08664|4231.917|145.76717641293328|6750.845|31.027|31.027|535.888|736|563.1|1.255|Не определено|6.82|1.02|0.0|0.166|0.99|0.975|Слабый|9361
3.144|4.6299600000000005|8374.256|145.21729297879995|7022.227|60.299|60.299|587.744|736|-|1.393|Не определено|7.593|-|12.413|0.246|0.99|0.975|Ниже среднего|9362
4.161|6.17328|14717.877|162.04785202163166|7702.805|113.737|113.737|643.055|736|-|1.666|1.394603|9.045|-|17.379|0.344|0.99|0.975|Ниже среднего|9363
5.14|7.7166|21623.527|201.5127483755369|8456.918|175.216|175.216|710.332|736|-|2.091|1.394603|11.258|-|25.419|0.503|0.99|0.975|Выше среднего|9364
6.175|9.25992|29760.822|241.57151046072573|8785.089|246.016|246.016|779.432|736|-|2.516|Не определено|13.428|-|34.72|0.687|0.99|0.975|Выше среднего|9365
7.148|-|39011.126|280.4374098153465|9113.01|332.441|332.441|827.945|736|-|2.991|Не определено|15.812|-|44.465|0.88|0.99|0.975|Сильный|9366
8.206|12.34656|50983.716|323.2816126669631|9294.875|438.007|438.007|925.55|736|-|3.605|1.394603|18.767|-|60.882|1.205|0.99|0.975|Сильный|9367
9.3|13.88988|72755.576|372.8393990193011|9731.39|644.967|644.967|1070.672|736|-|4.547|Не определено|23.073|-|89.446|1.771|0.99|0.975|Сильный|9368
1.138|1.54332|3238.022|141.8474112590493|6603.393|7.782|7.782|548.11|736|-|1.208|Не определено|6.587|-|15.939|0.192|0.99|0.976|Слабый|9369
2.088|-|4412.825|145.89545811295486|6753.99|31.276|31.276|540.036|736|-|1.261|Не определено|6.845|-|0.0|0.172|0.99|0.976|Слабый|9370
3.144|4.6299600000000005|8374.315|145.21739769855506|7024.732|60.298|60.298|586.937|736|-|1.393|Не определено|7.585|-|12.379|0.245|0.99|0.976|Ниже среднего|9371
4.161|6.17328|14717.852|162.04785202163166|7704.723|113.735|113.735|642.169|736|-|1.665|Не определено|9.036|-|17.336|0.343|0.99|0.976|Ниже среднего|9372
5.14|7.7166|21623.751|201.51285309529203|8457.808|175.221|175.221|709.354|736|-|2.091|Не определено|11.246|-|25.362|0.502|0.99|0.976|Выше среднего|9373
6.175|9.25992|29760.967|241.571719900236|8786.101|246.015|246.015|778.309|736|666.448|2.516|Не определено|13.414|1.03|34.646|0.686|0.99|0.976|Выше среднего|9374
7.148|10.80324|39010.419|280.4380381338772|9113.515|332.435|332.435|826.904|736|-|2.99|Не определено|15.794|-|44.382|0.879|0.99|0.976|Сильный|9375
8.206|12.34656|50986.336|323.2887336103112|9295.35|438.011|438.011|924.473|736|-|3.604|Не определено|18.747|-|60.784|1.203|0.99|0.976|Сильный|9376
9.3|13.88988|72756.916|372.8397131785665|9732.35|644.675|644.675|1069.776|736|-|4.546|Не определено|23.046|-|89.339|1.769|0.99|0.976|Сильный|9377
1.138|1.54332|3015.889|141.7122180551898|6604.692|7.704|7.704|540.9|736|-|1.2|Не определено|6.537|-|16.002|0.184|0.99|0.977|Слабый|9378
2.088|3.08664|4685.319|146.03148907485533|6757.272|31.53|31.53|546.733|736|-|1.27|Не определено|6.89|-|0.0|0.181|0.99|0.977|Слабый|9379
3.144|4.6299600000000005|8374.535|145.21823545659603|7027.255|60.303|60.303|586.133|736|-|1.393|Не определено|7.578|-|12.345|0.244|0.99|0.977|Ниже среднего|9380
4.161|6.17328|14717.921|162.0479567413868|7706.652|113.737|113.737|641.286|736|-|1.665|Не определено|9.027|-|17.293|0.342|0.99|0.977|Ниже среднего|9381
5.14|7.7166|21623.988|201.51295781504717|8458.698|175.199|175.199|708.378|736|635.398|2.091|Не определено|11.235|1.026|25.306|0.501|0.99|0.977|Выше среднего|9382
6.175|-|29761.096|241.57182461999108|8787.114|246.019|246.019|777.189|736|-|2.516|Не определено|13.4|-|34.572|0.684|0.99|0.977|Выше среднего|9383
7.148|10.80324|39009.777|280.43845701289763|9114.021|332.404|332.404|825.866|736|-|2.989|Не определено|15.777|-|44.299|0.877|0.99|0.977|Сильный|9384
8.206|12.34656|50988.144|323.2951215153735|9295.813|438.033|438.033|923.397|736|-|3.604|1.394603|18.727|-|60.686|1.201|0.99|0.977|Сильный|9385
9.3|13.88988|72757.29|372.8402367773421|9733.29|644.924|644.924|1068.877|736|-|4.545|1.394603|23.018|-|89.23|1.766|0.99|0.977|Сильный|9386
1.138|1.54332|3769.622|141.635353754932|6607.499|7.66|7.66|563.161|736|-|1.225|1.394603|6.672|-|16.928|0.212|0.99|0.978|Слабый|9387
2.088|3.08664|4810.588|146.0506527900422|6759.864|31.56|31.56|549.678|736|-|1.274|Не определено|6.912|-|0.0|0.184|0.99|0.978|Слабый|9388
3.144|-|8374.673|145.21823545659603|7029.766|60.3|60.3|585.331|736|-|1.393|Не определено|7.57|-|12.312|0.244|0.99|0.978|Ниже среднего|9389
4.161|6.17328|14718.092|162.0480614611419|7708.59|113.735|113.735|640.405|736|-|1.665|Не определено|9.018|-|17.25|0.341|0.99|0.978|Ниже среднего|9390
5.14|-|21624.088|201.51316725455732|8459.585|175.222|175.222|707.404|736|-|2.09|Не определено|11.223|-|25.249|0.5|0.99|0.978|Выше среднего|9391
6.175|9.25992|29761.248|241.5719293397462|8788.126|246.022|246.022|776.072|736|-|2.515|Не определено|13.386|-|34.499|0.683|0.99|0.978|Выше среднего|9392
